IMO/LR/IHS No.,MMSI,Name of Ship,Built,Deadweight,Length,GT,Total HP Main Eng
9158616,440371000,ASIAN CAPTAIN,1998-05,"25,765",228.780,"71,383","19,461"
9214056,441628000,ORIENTAL FRONTIER,2000-01,"74,366",224.890,"39,052","13,581"
9176632,441722000,ASIAN EMPEROR,1999-05,"21,479",199.980,"55,729","19,461"
9122966,441992000,ASIAN VISION,1997-03,"21,421",199.980,"55,680","19,461"
9304198,463041101,MALAKAND,2004-10,"76,830",225.000,"40,040","12,549"
9377963,477003800,SILVER LAKE,2008-01,"33,171",179.900,"20,987","8,810"
9224312,477014500,SEASPAN CHIWAN,2001-09,"50,790",259.800,"39,941","49,646"
9227027,477014600,SEASPAN DALIAN,2002-09,"50,789",259.800,"39,941","49,680"
9227015,477014700,SEASPAN NINGBO,2002-06,"50,790",259.800,"39,941","49,646"
9224300,477014800,SEASPAN HAMBURG,2001-07,"50,790",259.800,"39,941","49,646"
9227039,477020100,SEASPAN FELIXSTOWE,2002-10,"50,790",259.800,"39,941","49,646"
9286011,477020400,CSCL AFRICA,2005-01,"101,612",334.000,"90,645","93,119"
9782015,477023600,OTAGO BAY,2017-01,"55,175",189.990,"31,863","11,108"
9335886,477046800,PORT ALBERNI,2008-03,"32,114",175.500,"19,831","9,300"
9610690,477050200,JULES POINT,2013-11,"36,728",179.900,"24,428","8,007"
9334923,477056400,COSCO OCEANIA,2008-04,"111,385",348.500,"115,776","93,323"
9401788,477058200,SAGA ODYSSEY,2008-05,"46,550",199.200,"29,758","12,930"
9472127,477065200,COSCO FORTUNE,2012-04,"140,637",366.500,"141,823","98,218"
9713337,477066700,MOL BEACON,2015-03,"119,324",337.000,"113,042","69,340"
9477907,477067800,OOCL TAIPEI,2015-01,"101,147",334.940,"91,499","78,993"
9486087,477067900,OOCL UTAH,2015-03,"101,279",334.930,"91,499","78,993"
9290892,477070400,ELIZABETH RIVER,2005-09,"56,035",189.990,"31,235","12,889"
9366275,477071300,HIGH MARS,2008-04,"51,543",183.000,"29,733","12,889"
9317406,477076500,SAGA ADVENTURE,2005-11,"46,627",199.200,"29,758","12,930"
9757840,477100300,COSCO SHIPPING HIMALAYAS,2017-07,"153,811",366.000,"154,300","66,620"
9355551,477107200,COSCO PACIFIC,2008-07,"111,315",348.500,"115,776","93,323"
9472141,477108100,COSCO FAITH,2012-03,"140,609",366.000,"141,823","98,218"
9380518,477110300,ALPINE MADELEINE,2008-07,"49,999",183.210,"29,266","12,889"
9366287,477110400,HIGH MERCURY,2008-07,"51,528",183.000,"29,733","12,889"
9354911,477110500,ATLANTIC ROSE,2008-09,"49,999",183.210,"29,266","12,889"
9377987,477114300,DIAMOND HARBOUR,2008-08,"33,171",179.880,"20,987","8,810"
9645877,477117400,CSCL WINTER,2014-04,"121,839",335.320,"116,603","78,993"
9645891,477117900,CSCL AUTUMN,2014-05,"121,269",334.940,"116,568","78,993"
9685358,477127900,MOL BREEZE,2014-11,"115,396",336.947,"113,042","78,993"
9397858,477133300,ORANGE RIVER,2007-02,"55,687",189.990,"31,260","12,889"
9638434,477133500,BELLE PLAINE,2014-04,"35,485",179.900,"23,405","8,701"
9200823,477133700,HALIFAX EXPRESS,2000-11,"66,818",294.020,"54,437","54,464"
9300178,477133800,HAINAN ISLAND,2004-09,"32,573",177.000,"19,885","9,626"
9472189,477135600,COSCO EXCELLENCE,2012-03,"140,146",366.000,"141,823","98,218"
9355563,477136800,COSCO KAOHSIUNG,2008-10,"111,414",348.500,"115,776","93,323"
9317523,477136900,FORTUNE SUNNY,2008-09,"82,338",224.860,"42,665","12,749"
9751377,477137800,XIU YU HAI,2016-12,"38,836",182.000,"24,198","8,337"
9366299,477141500,HIGH JUPITER,2008-10,"51,603",183.000,"29,733","12,900"
9377999,477143900,SANTIAGO BASIN,2008-10,"33,171",179.900,"20,987","8,810"
9700586,477148300,MERIT TRADER,2014-10,"58,175",189.930,"32,726","11,013"
9360324,477163800,ATLANTIC TITAN,2008-11,"49,999",183.210,"29,266","12,889"
9430222,477167200,BBC RIO,2012-02,"18,010",161.500,"14,859","13,542"
9380972,477173600,LIME GALAXY,2008-12,"19,992",145.500,"11,623","8,362"
9378008,477177400,DARLING RIVER,2009-01,"33,098",179.900,"20,987","8,810"
9738909,477181100,INDIAN OCEAN,2015-07,"37,490",179.970,"23,432","9,218"
9713363,477181200,MOL BELLWETHER,2015-07,"119,241",337.000,"113,042","79,015"
9477892,477182400,OOCL MIAMI,2013-01,"101,566",334.980,"91,563","93,160"
9355575,477189300,COSCO TAICANG,2009-03,"111,499",348.500,"115,933","93,323"
9450583,477192900,SYNERGY OAKLAND,2009-02,"50,500",259.800,"40,030","49,707"
9610717,477195800,JAMAICA BAY,2013-06,"37,633",179.900,"24,428","8,007"
9579391,477196700,UNISON STAR,2011-11,"38,190",189.000,"24,735","10,279"
9379935,477197600,MAIPO RIVER,2009-05,"33,157",179.900,"20,987","8,810"
9144354,477198000,SAGA SKY,1996-03,"47,053",199.200,"29,381","12,170"
9592109,477203800,GREAT OCEAN,2013-01,"82,178",229.000,"44,543","13,324"
9300805,477214700,OOCL EUROPE,2006-07,"105,545",323.000,"89,010","93,119"
9358307,477214900,PTI HERCULES,2006-08,"51,233",183.000,"30,068","12,900"
9605152,477220400,MSC ANTALYA,2013-07,"111,861",299.880,"94,402","71,093"
9486075,477222600,OOCL MEMPHIS,2013-03,"101,543",334.950,"91,563","93,160"
9400289,477252600,NAVARINO,2010-05,"102,302",335.070,"91,354","93,160"
9645853,477257100,CSCL SPRING,2014-01,"121,849",335.350,"116,603","78,993"
9473406,477264900,BULKTEC,2009-06,"33,345",179.900,"20,763","8,810"
9645906,477271300,CSCL YELLOW SEA,2014-06,"121,193",334.960,"116,568","78,993"
9268928,477271600,OTAGO HARBOUR,2004-08,"33,745",174.700,"19,829","8,470"
9477880,477276600,OOCL CANADA,2011-07,"101,411",334.950,"91,563","93,160"
9267077,477280800,TIMARU STAR,2004-05,"33,527",175.530,"19,779","9,300"
9645865,477293900,CSCL SUMMER,2014-03,"121,805",335.320,"116,603","78,993"
9663855,477300100,IMABARI LOGGER,2014-04,"37,478",179.970,"23,452","9,272"
9200809,477300500,SINGAPORE EXPRESS,2000-08,"66,793",294.060,"54,401","54,438"
9484273,477311500,COSCO HOUSTON,2012-05,"49,920",261.090,"40,447","49,707"
9243394,477315000,SEAMAX DARIEN,2003-04,"105,386",322.970,"89,097","93,158"
8918277,477323000,SAGA TIDE,1991-09,"47,029",199.200,"29,235","12,170"
9535163,477346500,MOL GLIDE,2011-09,"71,339",275.070,"59,307","61,046"
9477878,477351100,OOCL BEIJING,2011-04,"101,588",334.950,"91,563","93,160"
9448803,477351400,COSCO PRINCE RUPERT,2011-03,"102,742",334.000,"91,051","93,173"
9311402,477351600,PORT ALICE,2005-06,"31,871",175.530,"19,791","9,300"
9494474,477353800,K SPINEL,2011-08,"59,905",200.070,"35,246","11,801"
9630406,477390300,SEASPAN ZAMBEZI,2014-06,"115,086",336.000,"112,967","78,993"
9630391,477390400,SEASPAN AMAZON,2014-06,"115,260",336.921,"112,967","78,993"
9331907,477407100,COLUMBIA RIVER,2006-10,"56,013",189.990,"31,304","12,889"
9630377,477407900,SEASPAN THAMES,2014-04,"115,304",336.902,"112,967","78,993"
9516404,477427500,COSCO BELGIUM,2013-02,"156,605",365.900,"153,666","98,218"
9610676,477427600,JAMES BAY,2013-04,"37,633",179.900,"24,428","8,007"
9630389,477441400,SEASPAN YANGTZE,2014-05,"115,318",337.000,"112,967","78,993"
9645889,477441800,CSCL BOHAI SEA,2014-06,"121,824",335.360,"116,603","78,993"
9613587,477454900,OOCL GENOA,2015-08,"101,115",334.840,"91,499","78,993"
9535187,477462400,MOL GRATITUDE,2012-01,"70,590",275.000,"59,307","61,046"
9363792,477463900,ISLAND EXPRESS,2006-05,"45,728",179.800,"27,969","11,665"
9689952,477477400,NEW GUINEA CHIEF,2015-07,"22,032",175.200,"18,723","13,596"
9713349,477478700,MOL BEAUTY,2015-04,"119,106",336.935,"113,042","79,015"
9460382,477493300,JIN HONG,2011-04,"61,414",199.980,"33,919","11,150"
9685346,477518600,MOL BRIGHTNESS,2014-10,"115,308",336.947,"113,042","69,340"
9605231,477519400,MSC ARBATAX,2013-10,"111,841",299.880,"94,402","71,093"
9610705,477519900,JERICHO BEACH,2013-10,"36,728",179.900,"24,428","8,007"
9288370,477534400,JASMINE EXPRESS,2004-06,"46,999",182.500,"26,909","11,665"
9407146,477547100,SEASPAN EMINENCE,2009-08,"67,386",294.130,"54,940","62,215"
9387920,477547300,AEGEAN WAVE,2009-08,"51,510",183.000,"29,733","13,542"
9713832,477548200,DAIWAN GLORY,2015-06,"35,531",176.990,"22,314","9,218"
9160798,477554000,SAGA BEIJA-FLOR,1997-11,"46,990",199.200,"29,729","12,171"
9291078,477560400,GREAT AMITY,2004-09,"56,050",189.990,"31,260","12,889"
9314222,477593600,XIN HONG KONG,2007-02,"111,746",336.700,"108,069","93,160"
9601948,477598300,DARYA JAMUNA,2012-05,"36,845",187.000,"22,726","10,686"
9343493,477607600,SAGA EXPLORER,2006-12,"46,589",199.200,"29,758","12,930"
9464560,477617300,ATLANTIC SYMPHONY,2009-09,"36,684",184.330,"23,342","11,665"
9317793,477633300,LUZON STRAIT,2007-01,"33,517",175.530,"19,796","9,300"
9231810,477634700,ZIM NEW YORK,2002-09,"66,686",294.000,"53,453","55,889"
9743849,477636500,BOCHEM LONDON,2016-11,"19,983",145.000,"12,136","6,662"
9645920,477637600,CSCL SOUTH CHINA SEA,2014-11,"121,185",335.000,"116,568","78,993"
9610688,477652700,JERVIS BAY,2013-08,"36,728",179.900,"24,428","8,007"
9448748,477655200,COSCO JAPAN,2010-03,"102,834",334.000,"91,051","93,173"
9461790,477655800,OOCL CHARLESTON,2010-01,"50,518",260.040,"40,168","49,707"
9407160,477655900,MOL EMPIRE,2010-01,"67,170",294.130,"54,940","62,215"
9788629,477669400,MOUNT SEYMOUR,2016-11,"36,833",183.000,"23,882","8,661"
9755464,477669500,HONEY ISLAND,2016-08,"57,381",189.990,"32,540","11,516"
9763631,477684600,MOUNT ASO,2015-10,"36,766",183.000,"23,882","8,661"
9443396,477685200,CAPE MORETON,2010-02,"32,875",179.900,"20,987","8,810"
9448750,477685300,COSCO KOREA,2010-04,"102,710",334.000,"91,051","93,173"
9197002,477686700,SAGA ANDORINHA,1998-09,"47,027",199.200,"29,729","12,171"
9683439,477686800,JOSCO DEZHOU,2014-02,"61,657",199.900,"34,558","11,054"
9301847,477690600,SEASPAN RIO DE JANEIRO,2007-03,"50,500",260.000,"39,941","49,707"
9687198,477694900,HAI CHANG,2014-09,"37,595",179.990,"22,385","7,682"
9516478,477698600,COSCO DENMARK,2014-09,"156,694",366.000,"153,666","98,218"
9685334,477698700,MOL BRILLIANCE,2014-10,"115,173",336.951,"113,042","78,993"
9630418,477699600,SEASPAN HUDSON,2015-02,"115,159",337.000,"112,967","78,993"
9295153,477733300,MATAKANA ISLAND,2005-01,"31,923",175.530,"19,789","9,300"
9448762,477738200,COSCO PHILIPPINES,2010-04,"101,200",334.000,"91,051","93,173"
9417268,477738500,OOCL LONDON,2010-04,"105,350",322.970,"89,010","93,160"
9417270,477738600,OOCL LUXEMBOURG,2010-04,"105,374",322.970,"89,010","93,160"
9473432,477744100,MAPLE FORTUNE,2010-05,"32,544",179.900,"20,867","8,810"
9472153,477764600,COSCO PRIDE,2011-06,"140,665",366.000,"141,823","98,218"
9448774,477770700,COSCO MALAYSIA,2010-05,"102,834",334.000,"91,051","93,173"
9630365,477776100,SEASPAN GANGES,2014-03,"115,177",336.000,"112,967","78,993"
9440033,477786500,ATLANTIC QUEEN,2010-06,"46,838",183.170,"29,107","12,889"
9414917,477786900,YUNGA,2010-06,"50,806",182.980,"29,104","10,550"
9630420,477790500,CMA CGM TUTICORIN,2015-03,"115,297",337.000,"112,967","78,993"
9369136,477791100,THOR THUNDER,2007-04,"14,451",127.660,"9,881","5,710"
9218313,477794000,KIWI TRADER,2000-06,"33,048",176.820,"19,717","9,599"
9466245,477795300,COSCO GLORY,2011-06,"140,637",366.000,"141,823","98,218"
9442768,477826400,FAR EASTERN JUPITER,2007-12,"82,655",228.990,"43,158","13,324"
9310240,477829700,OOCL SOUTHAMPTON,2007-05,"105,400",323.000,"89,010","93,119"
9301859,477830800,SEASPAN MANILA,2007-05,"50,869",260.500,"39,941","49,707"
9448786,477831200,COSCO INDONESIA,2010-07,"101,200",334.000,"91,051","93,173"
9645918,477848700,CSCL EAST CHINA SEA,2014-09,"121,147",335.000,"116,568","78,993"
9718856,477854200,SILVER MUNA,2016-05,"49,897",183.060,"29,375","10,469"
9014078,477857000,SAGA SPRAY,1994-04,"47,029",199.200,"29,381","12,171"
9768942,477858300,TSINGTAO,2016-09,"37,657",180.000,"23,175","9,218"
9242546,477869000,HAWKE BAY,2001-02,"28,460",170.000,"17,433","8,000"
9218076,477876000,CAPE NELSON,2001-03,"28,438",170.000,"17,433","8,000"
9314258,477883900,CSCL LONG BEACH,2007-07,"111,737",336.700,"108,069","93,160"
9584188,477899100,YANGTZE ETERNAL,2011-07,"32,573",179.900,"20,969","8,810"
9200811,477904300,OAKLAND EXPRESS,2000-10,"66,781",294.060,"54,437","54,464"
9286944,477905000,KAITI HILL,2004-02,"29,727",170.700,"18,020","8,370"
9458432,477914300,HUANGHAI GLORY,2012-06,"28,287",166.310,"20,682","9,259"
9613848,477914600,SAGA FALCON,2012-11,"55,596",199.900,"37,499","12,998"
9613836,477914700,SAGA FUTURE,2012-10,"55,596",199.900,"37,499","12,998"
9721566,477915900,PEKIN,2016-03,"39,777",179.990,"24,785","8,226"
9360336,477926800,ATLANTIC BREEZE,2007-08,"49,999",183.210,"29,266","12,889"
9335874,477936400,PUGET SOUND,2007-09,"32,132",175.530,"19,831","9,300"
9642514,477942900,SITC LUSHAN,2013-11,"76,132",225.000,"41,684","11,901"
9535204,477947100,MOL GROWTH,2012-06,"71,339",275.070,"59,176","61,046"
9722443,477948600,INDIGO LAKE,2015-10,"37,507",179.970,"23,506","9,218"
9472139,477950300,COSCO DEVELOPMENT,2011-08,"140,609",366.000,"141,823","98,218"
9448798,477959200,COSCO THAILAND,2010-10,"101,200",334.000,"91,051","93,173"
9486116,477961600,BROTONNE BRIDGE,2010-10,"58,200",269.800,"46,444","59,292"
9233454,477973000,SAGA VOYAGER,2001-12,"46,882",199.200,"29,867","12,931"
9218856,477990800,GH FORTUNE,2002-03,"75,214",225.000,"39,709","12,590"
9347164,477999900,GRAND CENTURY,2005-10,"174,333",289.000,"88,853","22,923"
9233246,538001657,SUNBELT SPIRIT,2002-03,"17,950",212.082,"60,587","24,146"
9276171,538002013,ACHILLES,2004-04,"76,878",225.000,"40,119","12,669"
9308089,538002089,CONQUEST,2006-05,"73,917",228.600,"41,994","15,363"
9284908,538002117,STAR EMILY,2004-08,"76,417",225.000,"39,989","12,005"
9265873,538002281,KAREMA,2004-01,"46,248",183.000,"30,018","12,889"
9273088,538002621,OKYROE,2004-09,"74,999",228.190,"42,469","18,420"
9334038,538002662,YASA GOLDEN BOSPHORUS,2007-01,"115,867",248.964,"61,342","18,436"
9337626,538002992,NYK CONSTELLATION,2007-10,"65,919",294.120,"55,534","69,870"
9490832,538003016,GENCO RHONE,2011-03,"57,970",189.990,"32,839","12,889"
9401233,538003334,PALAWAN STAR,2008-11,"73,796",228.600,"42,010","15,363"
9441154,538003422,CAPE TALLIN,2008-12,"73,711",228.600,"42,010","15,363"
9408310,538003439,SEA VOYAGER,2009-01,"107,506",243.800,"60,205","14,410"
9424900,538003648,MOL MAGNIFICENCE,2010-04,"79,417",302.000,"78,316","66,119"
9221657,538003673,EL JUNIOR PNT,2001-03,"68,467",228.540,"39,085","13,599"
9424912,538003729,MOL MAJESTY,2010-05,"79,443",302.000,"78,316","66,119"
9422794,538003770,MARATHA PRIDE,2011-03,"37,221",177.850,"22,863","10,140"
9347932,538003788,ECOATLANTIC,2010-02,"53,360",189.990,"31,135","12,889"
9424924,538003810,MOL MATRIX,2010-04,"79,312",302.000,"78,316","66,119"
9441283,538003817,CRANE,2010-01,"57,809",189.990,"33,045","11,829"
9424936,538003886,MOL MAXIM,2010-06,"79,373",302.000,"78,316","66,119"
9424596,538003929,ARGENT GERBERA,2010-06,"35,435",174.440,"20,275","11,665"
9548316,538003981,PAN IVY,2010-09,"32,593",179.900,"20,867","8,810"
9475612,538003993,MOL MARVEL,2010-09,"79,460",301.970,"78,316","66,119"
9490301,538004002,FUJI GALAXY,2010-08,"26,199",159.030,"16,448","10,156"
9594767,538004034,COLORADO,2012-11,"158,615",274.393,"81,341","24,765"
9456915,538004071,MADISON,2010-10,"74,574",228.480,"42,208","14,439"
9475648,538004086,MOL MANEUVER,2011-05,"79,423",301.970,"78,316","66,119"
9525821,538004096,SFL HUDSON,2009-08,"56,836",189.940,"32,945","12,889"
9490313,538004105,AMAGI GALAXY,2010-11,"26,198",159.030,"16,455","10,156"
9475624,538004117,MOL MOTIVATOR,2011-04,"79,278",302.000,"78,316","66,119"
9589815,538004159,LILAC VICTORIA,2011-01,"74,913",228.000,"40,976","16,642"
9459280,538004167,ARGENT IRIS,2011-01,"34,862",174.430,"20,334","14,439"
9475650,538004202,MOL MISSION,2011-03,"79,491",301.970,"78,316","66,119"
9475636,538004203,MOL MODERN,2011-02,"79,283",302.000,"78,316","66,119"
9441374,538004303,ORIOLE,2011-05,"57,809",189.990,"33,045","11,829"
9524463,538004318,SUEZ HANS,2011-07,"158,564",274.330,"81,282","26,675"
9524475,538004319,SUEZ RAJAN,2011-08,"158,564",274.330,"81,282","26,675"
9594638,538004332,LEO,2013-05,"56,581",189.990,"32,987","11,557"
9470258,538004376,SEAWAYS MILOS,2011-08,"50,378",183.000,"30,031","12,889"
9605982,538004493,DAYDREAM BELIEVER,2012-03,"37,114",177.850,"22,863","10,156"
9495363,538004494,LA BAMBA,2012-04,"37,155",177.850,"22,863","10,140"
9536820,538004539,NORD SAKURA,2012-01,"45,953",181.540,"28,736","12,889"
9601223,538004593,DENSA WHALE,2012-03,"158,322",274.340,"81,186","26,675"
9601235,538004594,DENSA ORCA,2012-04,"158,322",274.340,"81,186","26,675"
9539224,538004619,CRYSTAL ACE,2012-04,"18,481",199.990,"60,131","19,463"
9422809,538004641,MARATHA PROMISE,2012-03,"37,187",177.850,"22,863","10,140"
9584891,538004655,INDIGO CEFIRO,2012-07,"58,737",197.000,"33,084","11,733"
9590759,538004669,GOLDEN DAISY,2012-06,"81,507",229.000,"44,485","14,643"
9566150,538004682,ZAO GALAXY,2012-06,"26,198",159.030,"16,408","10,156"
9615145,538004706,POS OCEANIA,2012-07,"28,190",169.370,"17,019","7,954"
9624029,538004709,NOCC OCEANIC,2012-08,"15,770",199.980,"58,250","18,450"
9610420,538004759,VALIANT ACE,2012-08,"18,143",199.950,"59,022","20,571"
9520613,538004793,MAINE EHIME,2012-10,"58,105",189.990,"32,309","11,421"
9641223,538004913,KRISTINA,2013-03,"80,277",270.070,"71,021","45,778"
9539913,538004967,ARDMORE SEAVALIANT,2013-02,"49,998",183.000,"29,996","9,480"
9539925,538004968,ARDMORE SEAVENTURE,2013-06,"49,997",183.000,"29,996","9,480"
9461972,538005020,YANGTZE OASIS,2013-04,"34,306",179.800,"23,148","10,686"
9286970,538005063,ARGOLIS,2005-04,"76,263",225.000,"39,964","14,276"
9654787,538005094,ARDMORE ENGINEER,2014-03,"49,420",183.000,"30,037","9,871"
9654567,538005095,ARDMORE ENDURANCE,2013-12,"49,466",183.000,"29,993","9,871"
9640944,538005113,ALGOMA VISION,2013-09,"71,348",228.600,"43,691","14,181"
9552965,538005152,SIMURGH,2013-09,"55,861",189.990,"31,864","10,353"
9686704,538005172,STI AQUA,2014-07,"49,990",183.036,"29,735","9,844"
9686754,538005177,STI SOHO,2014-12,"49,990",183.074,"29,735","10,197"
9697636,538005188,HARRISON BAY,2015-09,"49,990",183.062,"29,735","10,197"
9358632,538005202,CELSIUS MAYFAIR,2007-01,"19,999",144.090,"11,660","8,470"
9434747,538005208,SSI INVINCIBLE II,2012-06,"56,815",189.990,"33,044","12,889"
9674165,538005230,GLOVIS SPIRIT,2013-09,"20,138",199.970,"64,650","17,770"
9419759,538005237,GLOVIS CARDINAL,2012-07,"22,342",199.100,"60,404","19,415"
9678472,538005246,GOLDEN SUE,2013-11,"84,943",229.000,"47,003","13,134"
9637088,538005249,ARDMORE SEAVANGUARD,2014-02,"49,997",183.000,"30,030","12,114"
9237503,538005252,BARRY,2004-09,"42,200",220.000,"35,881","35,299"
9359454,538005256,UMM LAQHAB,2008-07,"54,538",225.280,"47,058","18,436"
9609146,538005303,SEA PLUTO,2013-11,"81,007",229.000,"44,025","16,179"
9439802,538005319,RIDGEBURY ROSEMARY E,2009-05,"50,261",183.000,"29,905","12,889"
9439773,538005321,RIDGEBURY CINDY A,2009-01,"50,162",183.000,"29,905","12,889"
9439785,538005322,RIDGEBURY ALEXANDRA Z,2009-01,"50,250",183.000,"29,905","12,889"
9688350,538005426,STI YORKVILLE,2014-10,"49,990",183.120,"29,785","10,999"
9675731,538005430,INLAND SEA,2014-03,"37,543",179.970,"23,281","9,272"
9682318,538005462,SILVER GINNY,2014-03,"49,746",183.060,"29,460","10,469"
9303015,538005464,OLYMPIC PRIDE,2006-01,"55,705",189.990,"31,301","12,889"
9616838,538005562,STAR LYGRA,2013-12,"50,741",204.364,"37,447","14,656"
9704465,538005608,STI PONTIAC,2015-03,"49,990",183.120,"29,785","10,999"
9704477,538005609,STI SENECA,2015-06,"49,990",183.120,"29,785","10,999"
9709245,538005692,INTERLINK SAGACITY,2015-08,"38,743",179.950,"25,546","8,294"
9714783,538005708,INTERLINK QUALITY,2016-03,"38,719",179.950,"25,546","8,294"
9698630,538005733,SAN FELIX,2014-11,"115,181",299.900,"96,386","58,952"
9714056,538005771,NAVIG8 AMBER,2015-02,"37,596",184.000,"23,676","9,911"
9711573,538005777,NAVIG8 AQUAMARINE,2015-06,"37,596",184.000,"23,676","9,911"
9719771,538005778,NAVIG8 AXINITE,2015-07,"37,596",184.000,"23,676","9,911"
9719745,538005779,NAVIG8 AMESSI,2015-07,"37,596",184.000,"23,676","9,911"
9682382,538005837,SILVER CARLA,2014-09,"49,746",183.060,"29,460","10,469"
9707857,538005866,ARDMORE CHEYENNE,2015-03,"25,217",158.900,"15,591","8,158"
9302633,538005888,YM UNISON,2006-11,"101,411",335.690,"90,389","93,323"
9682394,538005910,SILVER AMANDA,2014-09,"49,746",183.060,"29,460","10,469"
9682409,538005911,SILVER HANNAH,2014-11,"49,746",183.060,"29,460","10,469"
9282962,538005938,TIANJIN BRIDGE,2004-06,"66,983",294.100,"54,592","69,992"
9302645,538005956,YM ULTIMATE,2007-01,"101,030",335.000,"90,389","93,358"
9735622,538005988,STI EXECUTIVE,2016-05,"74,431",219.000,"42,869","13,134"
9690614,538005992,NAVIG8 VICTORIA,2015-01,"49,126",183.000,"29,531","9,762"
7347823,538005999,ALUCIA,1974-12,959,55.760,"1,396","4,058"
9721322,538006034,NAESS INTREPID,2015-04,"63,685",199.900,"36,415","10,945"
9707388,538006053,ARDMORE DAUNTLESS,2015-02,"37,764",184.060,"23,702","9,911"
9221437,538006057,VERY MARIA,2001-09,"73,910",224.900,"39,213","14,100"
9310630,538006065,STAR ANGELINA,2006-01,"82,981",228.990,"42,898","13,324"
9708239,538006132,ARDMORE SEAHAWK,2015-11,"49,949",183.000,"29,737","9,844"
9466570,538006196,ADVANTAGE START,2011-01,"156,639",274.500,"83,850","25,370"
9712979,538006208,PHOENIX RISING,2015-07,"60,417",199.990,"34,553","10,605"
9692301,538006226,SILVER ELEANOR,2015-04,"49,746",183.060,"29,460","10,469"
9697806,538006278,FEDERAL BALTIC,2015-05,"34,564",199.980,"20,789","8,701"
9700689,538006289,KALEY,2015-06,"63,458",199.900,"36,286","10,945"
9744752,538006297,CAPTAIN D,2016-01,"35,443",176.990,"22,457","9,218"
9693824,538006302,SONGA PRIDE,2016-12,"49,708",184.000,"28,326","11,801"
9419890,538006307,ADVANTAGE SUMMER,2010-06,"156,527",274.500,"83,805","25,370"
9544164,538006456,EVA BULKER,2012-05,"38,140",184.750,"23,950","9,219"
9718741,538006488,MUSCAT SILVER,2015-11,"45,923",183.000,"29,354","10,469"
9692349,538006489,SILVER EUPLECTA,2015-07,"49,635",183.060,"29,327","10,469"
9692351,538006490,SILVER EBALINA,2015-08,"49,635",183.060,"29,327","10,469"
9700330,538006494,ULTRA OMEGA,2015-11,"63,118",199.900,"36,203","11,557"
9718789,538006502,MUHUT SILVER,2016-02,"45,923",183.060,"29,354","10,469"
9718791,538006503,YANKUL SILVER,2016-07,"45,923",183.000,"29,354","10,469"
9718806,538006504,DANK SILVER,2016-08,"45,923",183.060,"29,354","10,469"
9747613,538006748,GEIYO K,2016-01,"55,476",189.900,"31,557","10,510"
9733351,538006789,TRF KIRKENES,2016-02,"19,997",145.000,"12,138","6,526"
9749374,538006810,OTTO H,2016-11,"25,161",169.060,"17,858","7,437"
9317858,538006820,CHEMBULK WESTPORT,2005-12,"32,044",170.000,"18,760","10,850"
9731729,538006890,NAVIG8 SIRIUS,2016-06,"25,196",160.000,"16,084","7,070"
9710529,538006958,CP NANJING,2017-02,"63,526",199.888,"36,332","10,945"
9759757,538007001,FRONT CROWN,2016-09,"157,460",276.000,"82,515","20,530"
9290464,538007063,SEAMAX NORWALK,2005-06,"93,541",300.080,"82,794","93,119"
9781956,538007093,SPRING ZEPHYR,2016-09,"55,885",189.990,"31,848","9,871"
9385001,538007259,HYUNDAI TACOMA,2009-02,"72,982",293.200,"72,597","85,546"
9374533,538007277,CHEMBULK LINDY ALICE,2008-01,"33,674",170.000,"19,391","10,850"
9772046,538007362,PACIFIC JULIA,2017-06,"74,439",219.000,"42,884","13,138"
9745263,538007511,OLYMPIC FIGHTER,2017-06,"158,871",274.220,"81,349","22,556"
9745251,538007512,OLYMPIC FRIENDSHIP,2017-05,"158,885",274.220,"81,349","22,556"
9370331,538007560,BLISS,2007-10,"35,278",175.600,"21,059","9,049"
9594468,538007571,SEAPEARL,2013-01,"32,956",177.390,"19,943","8,810"
9320348,538007586,CLIPPER TENACIOUS,2007-11,"30,634",178.700,"19,918","8,810"
9775828,538007784,SILVER RAY,2017-12,"20,995",199.950,"71,178","17,576"
9093799,538070070,TRITON,2004-08,0,39.800,527,"2,028"
9028627,538070502,ELISA,2003-05,0,45.700,456,"3,698"
8734281,538070715,ALCHEMY,1970-00,0,40.270,235,"1,326"
8653310,538070819,LAGNIAPPE,1999-11,236,41.500,398,"4,568"
9473640,538071076,PLAYPEN,2007-09,50,43.250,395,"3,600"
9253894,538090231,VOYAGER,2002-01,"149,991",272.000,"79,525","16,821"
9401221,538090363,CAPE TAFT,2008-10,"73,711",228.600,"42,010","15,363"
9691424,548892000,HANTON TRADER II,2014-08,"63,800",199.900,"36,278","10,945"
9470789,548916000,EASTERN CONFIDENCE,2008-10,"28,449",169.370,"17,018","7,954"
9703423,548928000,WESTERN PARIS,2015-11,"38,800",179.950,"25,442","8,294"
9756925,548950000,PRESINGE TRADER,2016-12,"81,115",229.000,"43,968","13,504"
9289958,563000500,MAERSK SYDNEY,2005-09,"102,861",335.420,"93,511","84,159"
9299927,563000700,MAERSK SEVILLE,2006-03,"102,861",335.000,"93,511","84,159"
9289946,563000800,MAERSK SARNIA,2005-06,"102,861",335.360,"93,511","84,159"
9289934,563000900,MAERSK SANTANA,2005-03,"102,861",335.000,"93,511","84,159"
9300441,563004900,EVER STRONG,2007-03,"78,715",299.990,"75,246","74,699"
9743825,563019800,BRILLANTE,2017-03,"37,342",180.150,"22,987","8,294"
